latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
39.24,-122.2319,365.4,1.1,1,12-11-2000,"1928",Terra,MODIS,"100",6.2,292.9,117.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.5315,-122.0062,310.8,1.1,1.1,12-11-2000,"1928",Terra,MODIS,"70",6.2,289.3,12.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.5293,-121.9933,310.9,1.1,1.1,12-11-2000,"1928",Terra,MODIS,"71",6.2,289.8,12.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.3705,-123.8658,300.4,1,1,13-11-2000,"633",Terra,MODIS,"22",6.2,274.6,8.2,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.6333,-119.9811,303.4,2.4,1.5,13-11-2000,"1834",Terra,MODIS,"56",6.2,286.7,19.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.1322,-120.153,302.7,2.4,1.5,13-11-2000,"1834",Terra,MODIS,"53",6.2,290.2,13.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.0553,-119.3331,304.1,2.1,1.4,13-11-2000,"1834",Terra,MODIS,"54",6.2,290.1,11.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.0426,-119.3346,303.8,2.1,1.4,13-11-2000,"1834",Terra,MODIS,"41",6.2,290.3,11.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.0551,-119.3392,306.7,2.1,1.4,13-11-2000,"1834",Terra,MODIS,"52",6.2,289.9,15.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.0424,-119.3406,306.2,2.1,1.4,13-11-2000,"1834",Terra,MODIS,"46",6.2,290,14.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.8678,-119.2511,301.5,2.1,1.4,13-11-2000,"1834",Terra,MODIS,"45",6.2,287.3,11.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.819,-118.3836,307.1,1.8,1.3,13-11-2000,"1834",Terra,MODIS,"62",6.2,291.8,11.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.2275,-120.182,303.4,1,1,15-11-2000,"620",Terra,MODIS,"55",6.2,267.1,11.5,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.2259,-120.1934,301.5,1,1,15-11-2000,"620",Terra,MODIS,"42",6.2,267.7,10.4,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.792,-120.5641,309.5,1,1,15-11-2000,"620",Terra,MODIS,"78",6.2,271.5,14.2,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.8025,-120.5549,302.1,1,1,15-11-2000,"620",Terra,MODIS,"40",6.2,270.5,9.4,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.8009,-120.5662,324.5,1,1,15-11-2000,"620",Terra,MODIS,"100",6.2,272.7,27.4,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.4622,-121.3027,302.9,1,1,15-11-2000,"620",Terra,MODIS,"52",6.2,273.6,10.4,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
33.8745,-117.4152,313.3,2.4,1.5,15-11-2000,"1822",Terra,MODIS,"71",6.2,290.8,38.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.6182,-123.1991,306.4,1.4,1.2,16-11-2000,"1903",Terra,MODIS,"63",6.2,274.1,20.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.2989,-120.5715,300.7,1.1,1,16-11-2000,"1903",Terra,MODIS,"35",6.2,273.1,9.8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.2973,-120.5589,325.8,1.1,1,16-11-2000,"1903",Terra,MODIS,"84",6.2,274.7,32.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.0689,-122.1473,315.1,1.2,1.1,16-11-2000,"1903",Terra,MODIS,"71",6.2,284.1,21.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.9971,-123.9139,338.5,1.5,1.2,16-11-2000,"1903",Terra,MODIS,"91",6.2,280.2,80.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.9959,-123.9212,322.9,1.5,1.2,16-11-2000,"1903",Terra,MODIS,"82",6.2,279.3,45,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.9942,-123.9034,326.6,1.5,1.2,16-11-2000,"1903",Terra,MODIS,"85",6.2,280.1,52,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.7086,-122.1949,313.3,1.2,1.1,16-11-2000,"1903",Terra,MODIS,"73",6.2,287.2,17.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.7069,-122.1806,301.7,1.2,1.1,16-11-2000,"1903",Terra,MODIS,"49",6.2,286.3,6.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.5683,-122.5282,309.1,1.2,1.1,16-11-2000,"1904",Terra,MODIS,"68",6.2,287,14.8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.24,-120.0784,356,1,1,16-11-2000,"1904",Terra,MODIS,"98",6.2,278.3,82.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.1698,-120.1714,324.2,1,1,16-11-2000,"1904",Terra,MODIS,"83",6.2,276,25.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.164,-120.1965,311.7,1,1,16-11-2000,"1904",Terra,MODIS,"42",6.2,276.5,12.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.8336,-120.0026,300.7,1,1,16-11-2000,"1904",Terra,MODIS,"40",6.2,282.6,7.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.527,-120.9363,306.3,1.1,1,16-11-2000,"1904",Terra,MODIS,"63",6.2,287.1,7.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.3706,-120.6604,311.8,1,1,16-11-2000,"1904",Terra,MODIS,"72",6.2,287.4,11.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.0516,-120.0751,303,1,1,16-11-2000,"1904",Terra,MODIS,"49",6.2,286.9,5.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.8892,-120.099,304,1,1,16-11-2000,"1904",Terra,MODIS,"54",6.2,286.2,5.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.771,-119.5277,303,1,1,16-11-2000,"1904",Terra,MODIS,"54",6.2,287.7,5.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.6315,-119.9706,312.7,1,1,16-11-2000,"1904",Terra,MODIS,"73",6.2,289.5,10.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7044,-119.2423,319.2,1,1,16-11-2000,"1904",Terra,MODIS,"79",6.2,290.3,16.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7077,-119.9567,315,1,1,16-11-2000,"1904",Terra,MODIS,"75",6.2,293.2,11,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7062,-119.9458,309.7,1,1,16-11-2000,"1904",Terra,MODIS,"66",6.2,290.1,7.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.6621,-119.8313,314.8,1,1,16-11-2000,"1904",Terra,MODIS,"75",6.2,294,10.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.6605,-119.8204,308.5,1,1,16-11-2000,"1904",Terra,MODIS,"67",6.2,294.3,5.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.386,-119.3374,309.7,1,1,16-11-2000,"1905",Terra,MODIS,"68",6.2,293.8,7.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.735,-118.298,311.2,1,1,16-11-2000,"1905",Terra,MODIS,"71",6.2,292.7,8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.0978,-117.5314,306.5,1.1,1.1,16-11-2000,"1905",Terra,MODIS,"56",6.2,292.3,4.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
33.0443,-115.501,312.8,1.5,1.2,16-11-2000,"1905",Terra,MODIS,"69",6.2,294.3,16.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
32.634,-116.3101,309.4,1.3,1.1,16-11-2000,"1905",Terra,MODIS,"58",6.2,288.2,12.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
32.6239,-116.3124,314.8,1.3,1.1,16-11-2000,"1905",Terra,MODIS,"71",6.2,288.1,19.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7147,-117.5771,302.3,4.1,1.9,17-11-2000,"1809",Terra,MODIS,"43",6.2,287.3,22.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7105,-117.585,304.2,4.1,1.9,17-11-2000,"1809",Terra,MODIS,"58",6.2,287.8,33.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.7169,-118.0364,300.5,4.3,1.9,17-11-2000,"1809",Terra,MODIS,"32",6.2,286.2,21.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
41.2854,-123.8696,314.4,1.4,1.2,17-11-2000,"1946",Terra,MODIS,"75",6.2,279.9,26.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.4681,-123.7451,342.7,1.4,1.2,17-11-2000,"1946",Terra,MODIS,"93",6.2,284.1,87.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.4651,-123.7299,304.1,1.4,1.2,17-11-2000,"1946",Terra,MODIS,"58",6.2,281.8,14.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.4642,-123.7525,333.8,1.4,1.2,17-11-2000,"1946",Terra,MODIS,"89",6.2,282.7,62.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.4612,-123.737,326.4,1.4,1.2,17-11-2000,"1946",Terra,MODIS,"84",6.2,282.3,46.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.8504,-120.4565,311.1,2.4,1.5,17-11-2000,"1946",Terra,MODIS,"71",6.2,278.2,52.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.8558,-120.4602,316.9,2.4,1.5,17-11-2000,"1946",Terra,MODIS,"75",6.2,278.6,64.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.4325,-123.6675,342.5,1.5,1.2,17-11-2000,"1946",Terra,MODIS,"93",6.2,284.8,94.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.431,-123.6745,331.7,1.5,1.2,17-11-2000,"1946",Terra,MODIS,"88",6.2,285.2,62.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.4277,-123.6575,312.4,1.5,1.2,17-11-2000,"1946",Terra,MODIS,"72",6.2,283.7,25.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.1812,-123.4716,302.2,1.6,1.2,17-11-2000,"1946",Terra,MODIS,"51",6.2,284.2,14.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.7152,-119.9671,304.1,3.2,1.7,17-11-2000,"1947",Terra,MODIS,"45",6.2,293.3,19,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
41.089,-123.8196,300.8,2.4,1.5,18-11-2000,"1851",Terra,MODIS,"42",6.2,277.5,26.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.1437,-122.6582,304.4,1.9,1.3,18-11-2000,"1851",Terra,MODIS,"59",6.2,284.6,19.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.5957,-119.2521,307.7,1.1,1.1,18-11-2000,"1852",Terra,MODIS,"63",6.2,294.2,7.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.8371,-118.4263,306.1,1.1,1,18-11-2000,"1852",Terra,MODIS,"47",6.2,292.1,4.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.8748,-121.4347,316.1,1.5,1.2,19-11-2000,"1934",Terra,MODIS,"76",6.2,292.2,24.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
37.8717,-121.4183,330,1.5,1.2,19-11-2000,"1934",Terra,MODIS,"87",6.2,291.7,50.8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.5862,-119.2465,302.1,2.3,1.5,19-11-2000,"1935",Terra,MODIS,"46",6.2,290.5,12.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.5886,-119.2525,303.3,2.3,1.5,19-11-2000,"1935",Terra,MODIS,"47",6.2,290.2,13.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
41.3482,-123.8301,309.2,1.1,1,20-11-2000,"639",Terra,MODIS,"77",6.2,278,15.4,N,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.9392,-120.4252,302.3,2.1,1.4,20-11-2000,"1839",Terra,MODIS,"52",6.2,279.2,24,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.4556,-120.3501,330.5,2.1,1.4,20-11-2000,"1839",Terra,MODIS,"87",6.2,284.9,93.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.3618,-119.1109,307.5,1.6,1.3,20-11-2000,"1840",Terra,MODIS,"61",6.2,287.4,17.6,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.2337,-119.3242,324.8,1.7,1.3,20-11-2000,"1840",Terra,MODIS,"83",6.2,281.5,51.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.2319,-119.3054,300.8,1.7,1.3,20-11-2000,"1840",Terra,MODIS,"29",6.2,278.7,11.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.0071,-114.6409,316.5,1,1,20-11-2000,"1840",Terra,MODIS,"76",6.2,292.6,12.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.9981,-114.6427,369,1,1,20-11-2000,"1840",Terra,MODIS,"100",6.2,296,113.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.9966,-114.6316,309,1,1,20-11-2000,"1840",Terra,MODIS,"45",6.2,291.9,6.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
33.5656,-114.6081,320.6,1,1,20-11-2000,"1840",Terra,MODIS,"80",6.2,290.2,18.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
41.3173,-120.9879,318.6,1,1,21-11-2000,"1921",Terra,MODIS,"79",6.2,276.1,21.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.7126,-120.8121,305.5,1.1,1,21-11-2000,"1921",Terra,MODIS,"61",6.2,275.5,11.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.0295,-120.3334,304.4,1.1,1.1,21-11-2000,"1922",Terra,MODIS,"30",6.2,275.7,10.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.0246,-120.3614,310.6,1.1,1,21-11-2000,"1922",Terra,MODIS,"64",6.2,277,14.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.9365,-120.6971,303.5,1.1,1.1,21-11-2000,"1922",Terra,MODIS,"56",6.2,273.6,11.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.4249,-120.7405,313.7,1.1,1.1,21-11-2000,"1922",Terra,MODIS,"64",6.2,275,17,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.6254,-119.971,307.7,1.3,1.1,21-11-2000,"1922",Terra,MODIS,"61",6.2,287.5,10.8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
36.2633,-119.2509,304.5,1.4,1.2,21-11-2000,"1922",Terra,MODIS,"59",6.2,288.3,9.4,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.851,-119.1632,314.7,1.5,1.2,21-11-2000,"1923",Terra,MODIS,"75",6.2,286.1,23.8,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.8581,-119.1669,301.4,1.5,1.2,21-11-2000,"1923",Terra,MODIS,"47",6.2,285,8.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.8552,-119.1511,300,1.5,1.2,21-11-2000,"1923",Terra,MODIS,"15",6.2,286.4,7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.6799,-119.9505,304,1.3,1.1,21-11-2000,"1923",Terra,MODIS,"36",6.2,292.3,5.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
35.6772,-119.936,326.2,1.3,1.1,21-11-2000,"1923",Terra,MODIS,"84",6.2,292.3,34.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.4222,-124.1616,301.1,2.5,1.5,22-11-2000,"2004",Terra,MODIS,"41",6.2,283.8,22.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.8049,-118.4137,314.7,1,1,25-11-2000,"1858",Terra,MODIS,"71",6.2,296,9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.0897,-117.5266,311.3,1,1,25-11-2000,"1858",Terra,MODIS,"64",6.2,299.8,4.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.6043,-117.3403,302.3,1.1,1,27-11-2000,"1846",Terra,MODIS,"35",6.2,286.5,3.7,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.4234,-118.9196,309.1,1.3,1.1,27-11-2000,"1846",Terra,MODIS,"56",6.2,283.4,10.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
34.0972,-117.5319,309,1.1,1,27-11-2000,"1846",Terra,MODIS,"47",6.2,293.1,5.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
33.5563,-116.1941,316.3,1,1,27-11-2000,"1846",Terra,MODIS,"70",6.2,298.8,10.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
32.6982,-115.1856,319.3,1,1,27-11-2000,"1846",Terra,MODIS,"73",6.2,297,11.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.436,-120.7725,309,1.2,1.1,28-11-2000,"1927",Terra,MODIS,"68",6.2,270.3,16.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.5941,-123.2157,301.4,1,1,28-11-2000,"1927",Terra,MODIS,"41",6.2,271.9,7.5,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
40.5852,-123.2181,313,1,1,28-11-2000,"1927",Terra,MODIS,"73",6.2,271.4,15.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.4121,-120.1645,301.9,1.3,1.1,28-11-2000,"1928",Terra,MODIS,"50",6.2,281.2,11.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.4213,-120.9505,323.4,1.2,1.1,28-11-2000,"1928",Terra,MODIS,"82",6.2,284.1,31.1,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.5506,-122.8397,310.6,1,1,28-11-2000,"1928",Terra,MODIS,"70",6.2,276.5,13.3,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.54,-122.8235,309.4,1.1,1,28-11-2000,"1928",Terra,MODIS,"69",6.2,274.7,13.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
39.538,-122.8113,303.9,1.1,1,28-11-2000,"1928",Terra,MODIS,"57",6.2,271.5,10.2,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
38.8322,-120.5062,301.5,1.3,1.1,28-11-2000,"1928",Terra,MODIS,"38",6.2,282.6,7.9,D,"0","4","9","06","01779778","06",CA,California,"00",G4000,A,"403501101370","20466718403","+37.1551773","-119.5434183"
